,word,count
1621,held,4
1622,perspective,2
1623,image,4
1624,pictured,1
1625,shop,1
1626,hanging,1
1627,windows,2
1628,glazed,1
1629,turns,5
1630,delights,2
1631,peep,3
1632,gaze,2
1633,therein,5
1634,cunning,6
1635,want,8
1636,25,1
1637,favour,10
1638,public,5
1639,boast,5
1640,whilst,19
1641,triumph,3
1642,bars,2
1643,unlooked,1
1644,joy,10
1645,favourites,1
1646,spread,1
1647,marigold,1
1648,buried,8
1649,frown,4
1650,painful,1
1651,warrior,1
1652,famoused,1
1653,victories,1
1654,foiled,1
1655,razed,2
1656,quite,6
1657,forgot,6
1658,toiled,1
1659,remove,3
1660,removed,5
1661,26,1
1662,vassalage,1
1663,merit,8
1664,duty,10
1665,strongly,4
1666,knit,2
1667,written,2
1668,embassage,1
1669,witness,5
1670,bare,5
1671,wanting,3
1672,words,18
1673,naked,1
1674,whatsoever,1
1675,star,7
1676,guides,1
1677,moving,2
1678,points,2
1679,graciously,1
1680,aspect,2
1681,puts,2
1682,apparel,2
1683,tattered,1
1684,loving,13
1685,worthy,19
1686,respect,8
1687,dare,15
1688,27,1
1689,weary,3
1690,haste,13
1691,bed,16
1692,respose,1
1693,limbs,4
1694,travel,7
1695,tired,4
1696,begins,2
1697,journey,2
1698,expired,1
1699,abide,3
1700,intend,2
1701,zealous,2
1702,pilgrimage,2
1703,drooping,1
1704,eyelids,2
1705,looking,5
1706,darkness,2
1707,presents,1
1708,shadow,9
1709,sightless,2
1710,view,12
1711,jewel,6
1712,hung,3
1713,ghastly,1
1714,makes,19
1715,lo,3
1716,28,1
1717,return,19
1718,plight,1
1719,debarred,1
1720,benefit,2
1721,oppression,1
1722,eased,1
1723,oppressed,2
1724,enemies,3
1725,hands,8
1726,torture,3
1727,complain,1
1728,dost,31
1729,clouds,5
1730,blot,3
1731,flatter,5
1732,swart,1
1733,complexioned,1
1734,sparkling,1
1735,twire,1
1736,gild,1
1737,daily,3
1738,sorrows,3
1739,nightly,2
1740,grief,13
1741,length,3
1742,stronger,4
1743,29,1
1744,disgrace,9
1745,alone,26
1746,beweep,1
1747,outcast,1
1748,trouble,1
1749,deaf,2
1750,bootless,1
1751,cries,3
1752,fate,1
1753,wishing,2
1754,featured,1
1755,friends,19
1756,desiring,1
1757,scope,6
1758,enjoy,1
1759,contented,5
1760,despising,1
1761,haply,7
1762,lark,2
1763,arising,1
1764,sullen,3
1765,sings,5
1766,hymns,2
1767,remembered,3
1768,wealth,8
1769,brings,7
1770,30,1
1771,sessions,1
1772,summon,1
1773,sigh,1
1774,lack,19
1775,sought,2
1776,woes,1
1777,drown,4
1778,flow,3
1779,precious,7
1780,hid,2
1781,dateless,2
1782,afresh,1
1783,cancelled,1
1784,moan,5
1785,th,68
1786,expense,3
1787,vanished,2
1788,grieve,1
1789,grievances,1
1790,foregone,2
1791,heavily,2
1792,account,4
1793,fore,6
1794,bemoaned,1
1795,pay,7
1796,paid,5
1797,friend,29
1798,losses,2
1799,restored,1
1800,31,1
1801,endeared,1
1802,lacking,1
1803,reigns,1
1804,obsequious,2
1805,religious,3
1806,stol,6
1808,interest,2
1809,hidden,1
1810,trophies,1
1811,lovers,3
1812,gone,29
1813,due,6
1814,images,1
1815,loved,9
1816,32,1
1817,survive,2
1818,churl,1
1819,dust,5
1820,survey,4
1821,deceased,2
1822,bett,1
1823,ring,46
1824,outstripped,1
1825,reserve,2
1826,exceeded,1
1827,happier,1
1828,vouchsafe,2
1829,grown,7
1830,growing,3
1831,dearer,3
1832,birth,6
1833,ranks,2
1834,equipage,1
1835,poets,2
1836,style,4
1837,33,1
1838,glorious,1
1839,morning,5
1840,seen,20
1841,mountain,2
1842,tops,1
1843,kissing,1
1844,golden,3
1845,meadows,1
1846,alchemy,2
1847,anon,7
1848,permit,1
1849,basest,3
1850,ride,4
1851,ugly,1
1852,rack,1
1853,forlorn,1
1854,visage,2
1855,stealing,2
1856,west,3
1857,early,2
1858,shine,5
1859,triumphant,3
1860,splendour,1
1861,alack,4
1862,region,1
1863,cloud,2
1864,masked,3
1865,whit,1
1866,disdaineth,1
1867,suns,1
1868,stain,5
1869,staineth,1
1870,34,1
1871,didst,8
1872,promise,5
1873,cloak,1
1874,base,7
1875,ertake,1
1876,hiding,2
1877,brav,1
1878,ry,9
1879,rotten,3
1880,smoke,2
1881,dry,1
1882,storm,1
1883,beaten,6
1884,salve,2
1885,heals,1
1886,wound,7
1887,cures,1
1888,physic,4
1889,repent,4
1890,loss,13
1891,offender,2
1892,sorrow,12
1893,lends,3
1894,bears,4
1895,strong,17
1896,offence,7
1897,cross,4
1898,tears,13
1899,pearl,2
1900,sheds,1
1901,ransom,6
1902,deeds,14
1903,35,1
1904,grieved,1
1905,roses,8
1906,thorns,5
1907,silver,2
1908,fountains,1
1909,mud,1
1910,eclipses,2
1911,both,53
1912,loathsome,1
1913,canker,5
1914,sweetest,6
1915,bud,1
1916,authorizing,1
1917,trespass,2
1918,corrupting,1
1919,salving,1
1920,amiss,5
1921,excusing,1
1922,sins,3
1923,sensual,2
1924,fault,6
1925,sense,14
1926,adverse,2
1927,party,1
1928,advocate,1
1929,lawful,8
1930,plea,3
1931,commence,1
1932,accessary,2
1933,thief,6
1934,sourly,2
1935,robs,2
1936,36,1
1937,confess,10
1938,twain,6
1939,although,12
1940,undivided,1
1941,loves,21
1942,blots,1
1943,remain,8
1944,separable,1
1945,spite,5
1946,alter,1
1947,effect,4
1948,delight,8
1949,evermore,4
1950,acknowledge,3
1951,lest,13
1952,bewailed,1
1953,guilt,1
1954,kindness,2
1955,unless,10
1956,sort,2
1957,report,14
1958,37,1
1959,decrepit,1
1960,active,1
1961,lame,2
1962,dearest,10
1963,comfort,7
1964,whether,13
1965,entitled,1
1966,crowned,4
1967,engrafted,1
1968,despised,3
1969,substance,3
1970,sufficed,1
1971,ten,13
1972,38,1
1973,invent,2
1974,pour,3
1975,argument,8
1976,excellent,7
1977,vulgar,3
1978,paper,8
1979,thanks,10
1980,aught,4
1981,perusal,1
1982,light,13
1983,nine,3
1984,rhymers,1
1985,invocate,1
1986,calls,9
1987,outlive,4
1988,slight,4
1989,curious,2
1990,pain,6
1991,39,1
1992,sing,13
1993,divided,2
1994,separation,2
1995,deserv,5
1996,torment,3
1997,sour,3
1998,leisure,9
1999,sweetly,2
2000,deceive,2
2001,teachest,2
2002,praising,3
2003,40,1
2004,hadst,4
2005,receivest,1
2006,blame,8
2007,usest,1
2008,blamed,2
2009,deceivest,1
2010,wilful,2
2011,taste,4
2012,refusest,1
2013,forgive,4
2014,robbery,2
2015,poverty,2
2016,known,10
2017,injury,3
2018,lascivious,5
2019,kill,11
2020,spites,1
2021,foes,5
2022,41,1
2023,wrongs,3
2024,liberty,2
2025,absent,7
2026,befits,2
2027,temptation,2
2028,assailed,2
2029,woos,2
2030,prevailed,1
2031,ay,27
2032,mightst,2
2033,forbear,5
2034,straying,1
2035,lead,8
2036,riot,1
2037,forced,1
2038,twofold,1
2039,hers,9
2040,tempting,1
2041,42,1
2042,dearly,7
2043,wailing,1
2044,nearly,2
2045,offenders,1
2046,excuse,7
2047,ye,7
2048,because,5
2049,sake,15
2050,abuse,3
2051,suff,1
2052,approve,3
2053,gain,7
2054,losing,5
2055,found,23
2056,flattery,3
2057,43,1
2058,wink,2
2059,unrespected,2
2060,sleep,10
2061,dreams,3
2062,darkly,2
2063,dark,6
2064,directed,1
2065,shadows,3
2066,clearer,2
2067,unseeing,1
2068,imperfect,1
2069,nights,3
2070,44,1
2071,dull,7
2072,flesh,12
2073,injurious,2
2074,distance,3
2075,stop,4
2076,space,7
2077,limits,1
2078,remote,1
2079,matter,21
2080,farthest,2
2081,jump,1
2082,kills,1
2083,leap,3
2084,lengths,1
2085,miles,2
2086,water,10
2087,attend,6
2088,elements,2
2089,slow,6
2090,badges,1
2091,45,1
2092,purging,1
2093,wherever,1
2094,slide,1
2095,quicker,1
2096,sinks,1
2097,melancholy,5
2098,composition,3
2099,recured,1
2100,returned,1
2101,assured,4
2102,recounting,1
2103,told,14
2104,straight,10
2105,46,1
2106,mortal,7
2107,conquest,2
2108,picture,4
2109,freedom,2
2110,closet,1
2111,pierced,1
2112,crystal,1
2113,defendant,1
2114,appearance,1
2115,side,9
2116,impanelled,1
2117,quest,2
2118,tenants,1
2119,verdict,1
2120,determined,1
2121,moiety,2
2122,47,1
2123,betwixt,3
2124,league,1
2125,took,11
2126,famished,1
2127,sighs,3
2128,smother,1
2129,feast,5
2130,banquet,2
2131,guest,4
2132,share,3
2133,canst,10
2134,move,6
2135,awakes,1
2136,48,1
2137,careful,2
2138,trifle,2
2139,truest,1
2140,thrust,2
2141,falsehood,3
2142,wards,1
2143,jewels,2
2144,trifles,2
2145,greatest,13
2146,care,12
2147,locked,2
2148,chest,3
2149,feel,3
2150,closure,1
2151,whence,7
2152,thence,11
2153,proves,2
2154,thievish,3
2155,prize,3
2156,49,1
2157,defects,2
2158,cast,4
2159,utmost,2
2160,called,3
2161,audit,2
2162,respects,2
2163,strangely,2
2164,scarcely,1
2165,greet,4
2166,converted,1
2167,reasons,7
2168,gravity,1
2169,ensconce,1
2170,desert,5
2171,uprear,1
2172,laws,1
2173,allege,1
2174,50,1
2175,seek,9
2176,case,10
2177,repose,1
2178,measured,1
2179,beast,3
2180,plods,1
2181,dully,1
2182,instinct,1
2183,wretch,3
2184,rider,1
2185,speed,9
2186,spur,2
2187,provoke,1
2188,sometimes,4
2189,anger,2
2190,thrusts,1
2191,answers,2
2192,groan,6
2193,sharp,6
2194,spurring,1
2195,onward,1
2196,51,1
2197,bearer,1
2198,posting,2
2199,need,15
2200,extremity,1
2201,mounted,1
2202,winged,1
2203,horse,12
2204,pace,5
2205,neigh,2
2206,fiery,4
2207,race,2
2208,jade,1
2209,going,9
2210,towards,4
2211,52,1
2212,key,2
2213,blunting,1
2214,point,9
2215,seldom,5
2216,feasts,2
2217,solemn,4
2218,thinly,1
2219,placed,1
2220,captain,25
2221,carcanet,1
2222,wardrobe,1
2223,robe,1
2224,special,4
2225,blest,6
2226,unfolding,1
2227,imprisoned,2
2228,worthiness,3
2229,lacked,2
2230,53,1
2231,millions,1
2232,strange,16
2233,tend,4
2234,lend,12
2235,describe,1
2236,adonis,1
2237,poorly,1
2238,imitated,1
2239,helen,17
2240,cheek,13
2241,grecian,1
2242,tires,1
2243,spring,4
2244,foison,1
2245,external,1
2246,54,1
2247,rose,6
2248,deem,2
2249,odour,3
2250,blooms,1
2251,dye,1
2252,perfumed,2
2253,tincture,1
2254,hang,6
2255,wantonly,1
2256,discloses,1
2257,virtue,19
2258,unwooed,1
2259,deaths,2
2260,odours,1
2261,vade,1
2262,distills,1
2263,55,1
2264,marble,1
2265,gilded,5
2266,monuments,1
2267,powerful,4
2268,contents,2
2269,unswept,1
2270,stone,5
2271,besmeared,1
2272,sluttish,2
2273,statues,1
2274,overturn,1
2275,broils,1
2276,root,2
2277,masonry,2
2278,quick,9
2279,record,3
2280,oblivious,1
2281,enmity,1
2282,room,2
2283,posterity,1
2284,ending,1
2285,judgment,11
2286,arise,1
2287,dwell,7
2288,56,1
2289,blunter,1
2290,appetite,5
2291,feeding,5
2292,allayed,1
2293,morrow,11
2294,sharpened,1
2295,hungry,3
2296,perpetual,4
2297,dulness,1
2298,interim,1
2299,shore,3
2300,contracted,2
2301,banks,1
2302,welcome,13
2303,wished,1
2304,57,1
2305,slave,10
2306,require,1
2307,watch,3
2308,bitterness,3
2309,bid,9
2310,servant,11
2311,adieu,5
2312,jealous,1
2313,fool,24
2314,thinks,6
2315,58,1
2316,control,3
2317,crave,1
2318,vassal,4
2319,bound,10
2320,suffer,10
2321,beck,1
2322,tame,2
2323,sufferance,1
2324,bide,2
2325,check,5
2326,accusing,1
2327,privilage,1
2328,belong,4
2329,doing,5
2330,waiting,2
2331,hell,9
2332,59,1
2333,brains,3
2334,beguiled,1
2335,labouring,2
2336,amis,1
2337,second,83
2338,backward,4
2339,character,3
2340,composed,1
2341,mended,1
2342,revolution,2
2343,wits,2
2344,worse,12
2345,60,1
2346,waves,1
2347,pebbled,1
2348,hasten,2
2349,goes,11
2350,sequent,3
2351,forwards,1
2352,nativity,1
2353,crawls,1
2354,maturity,1
2355,wherewith,1
2356,confound,5
2357,transfix,1
2358,flourish,13
2359,delves,1
2360,parallels,2
2361,feeds,3
2362,rarities,1
2363,stands,10
2364,mow,1
2365,cruel,8
2366,61,1
2367,slumbers,1
2368,broken,3
2369,pry,1
2370,shames,3
2371,idle,6
2372,tenure,1
2373,jealousy,1
2374,watchman,1
2375,wake,1
2376,elsewhere,3
2377,near,10
2378,62,1
2379,possesseth,1
2380,remedy,6
2381,grounded,2
2382,define,1
2383,worths,1
2384,surmount,1
2385,beated,1
2386,chopt,1
2387,tanned,1
2388,antiquity,3
2389,contrary,3
2390,iniquity,1
2391,painting,6
2392,63,1
2393,crushed,1
2394,erworn,1
2395,drained,1
2396,wrinkles,6
2397,travelled,1
2398,steepy,1
2399,vanishing,1
2400,confounding,1
2401,knife,4
2402,cut,4
2403,64,1
2404,defaced,1
2405,cost,3
2406,outworn,2
2407,towers,1
2408,rased,1
2409,brass,4
2410,advantage,6
2411,firm,2
2412,soil,2
2413,watery,1
2414,increasing,2
2415,interchange,1
2416,confounded,1
2417,ruin,1
2418,taught,9
2419,ruminate,1
2420,fears,10
2421,65,1
2422,boundless,1
2423,ersways,1
2424,flower,7
2425,wrackful,1
2426,batt,1
2427,rocks,1
2428,impregnable,1
2429,stout,1
2430,gates,1
2431,steel,3
2432,decays,2
2433,meditation,1
2434,spoil,2
2435,miracle,1
2436,ink,4
2437,66,1
2438,restful,1
2439,cry,4
2440,beggar,5
2441,needy,1
2442,trimmed,1
2443,jollity,1
2444,purest,1
2445,faith,21
2446,unhappily,1
2447,forsworn,4
2448,shamefully,1
2449,misplaced,1
2450,rudely,1
2451,strumpeted,1
2452,wrongfully,1
2453,disgraced,1
2454,limping,1
2455,sway,4
2456,disabled,1
2457,tied,5
2458,authority,4
2459,doctor,2
2460,simple,8
2461,miscalled,1
2462,simplicity,1
2463,captive,2
2464,attending,2
2465,67,1
2466,infection,3
2467,impiety,1
2468,achieve,1
2469,lace,2
2470,society,1
2471,imitate,1
2472,seeming,5
2473,indirectly,1
2474,bankrupt,1
2475,beggared,1
2476,lively,2
2477,exchequer,1
2478,gains,1
2479,stores,1
2480,bad,11
2481,68,1
2482,map,2
2483,bastard,3
2484,signs,1
2485,durst,3
2486,inhabit,1
2487,tresses,1
2488,sepulchres,1
2489,shorn,1
2490,ere,21
2491,fleece,1
2492,gay,2
2493,robbing,1
2494,dress,2
2495,yore,1
2496,69,1
2497,mend,7
2498,tongues,4
2499,voice,3
2500,uttering,1
2501,commend,4
2502,accents,1
2503,seeing,6
2504,shown,4
2505,measure,6
2506,churls,1
2507,rank,5
2508,smell,8
2509,weeds,5
2510,matcheth,1
2511,70,1
2512,defect,3
2513,slander,3
2514,suspect,3
2515,crow,3
2516,flies,5
2517,wooed,1
2518,vice,2
2519,unstained,1
2520,passed,2
2521,ambush,3
2522,victor,1
2523,tie,4
2524,envy,2
2525,enlarged,1
2526,71,1
2527,mourn,4
2528,bell,1
2529,warning,1
2530,fled,4
2531,vile,5
2532,vilest,3
2533,worms,3
2534,nay,29
2535,remember,6
2536,thinking,4
2537,perhaps,1
2538,compounded,1
2539,clay,2
2540,wise,5
2541,72,1
2542,recite,1
2543,devise,2
2544,niggard,1
2545,willingly,1
2546,impart,1
2547,untrue,3
2548,shamed,1
2549,73,1
2550,yellow,2
2551,boughs,1
2552,ruined,2
2553,choirs,1
2554,late,8
2555,birds,3
2556,sang,1
2557,seest,2
2558,twilight,1
2559,sunset,1
2560,fadeth,1
2561,seals,1
2562,glowing,1
2563,ashes,1
2564,expire,2
2565,consumed,2
2566,nourished,1
2567,perceiv,1
2568,74,1
2569,arrest,1
2570,bail,4
2571,memorial,1
2572,reviewest,1
2573,review,1
2574,consecrate,1
2575,lost,18
2576,dregs,1
2577,coward,6
2578,contains,1
2579,remains,3
2580,75,1
2581,food,1
2582,seasoned,1
2583,showers,2
2584,strife,4
2585,miser,1
2586,enjoyer,1
2587,doubting,2
2588,filching,1
2589,counting,2
2590,bettered,1
2591,feasting,1
2592,clean,2
2593,starved,1
2594,possessing,2
2595,pursuing,1
2596,pine,3
2597,surfeit,2
2598,gluttoning,1
2599,76,1
2600,variation,1
2601,glance,2
2602,aside,7
2603,methods,1
2604,compounds,2
2605,weed,2
2606,showing,3
2607,always,3
2608,dressing,1
2609,spending,2
2610,already,8
2611,spent,6
2612,telling,2
2613,77,1
2614,vacant,1
2615,imprint,1
2616,learning,4
2617,mouthed,1
2618,graves,1
2619,shady,1
2620,stealth,1
2621,progress,2
2622,eternity,4
2623,commit,4
2624,blanks,1
2625,nursed,1
2626,delivered,1
2627,brain,6
2628,acquaintance,4
2629,offices,1
2630,profit,2
2631,enrich,1
2632,78,1
2633,invoked,1
2634,assistance,1
2635,alien,1
2636,got,11
2637,poesy,1
2638,disperse,1
2639,ignorance,4
2640,aloft,1
2641,added,2
2642,wing,3
2643,double,6
2644,compile,1
2645,works,12
2646,arts,1
2647,graced,1
2648,advance,1
2649,79,1
2650,decayed,2
2651,sick,13
2652,deserves,2
2653,travail,1
2654,worthier,1
2655,pays,7
2656,stole,3
2657,behaviour,1
2658,afford,2
2659,owes,5
2660,80,1
2661,knowing,8
2662,thereof,1
2663,spends,1
2664,proudest,1
2665,saucy,4
2666,bark,2
2667,inferior,2
2668,broad,3
2669,wilfully,1
2670,shallowest,1
2671,afloat,1
2672,soundless,1
2673,wrecked,1
2674,worthless,2
2675,boat,1
2676,tall,1
2677,goodly,6
2678,81,1
2679,forgotten,3
2680,immortal,2
2681,yield,3
2682,entombed,1
2683,monument,3
2684,breathers,1
2685,breathes,1
2686,mouths,1
2687,82,1
2688,married,9
2689,attaint,1
2690,erlook,1
2691,dedicated,1
2692,blessing,4
2693,finding,2
2694,limit,2
2695,enforced,1
2696,anew,4
2697,fresher,2
2698,stamp,1
2699,bettering,1
2700,strained,1
2701,rhetoric,1
2702,sympathized,1
2703,plain,4
2704,gross,3
2705,used,11
2706,cheeks,7
2707,abused,1
2708,83,1
2709,saw,15
2710,exceed,1
2711,debt,1
2712,slept,1
2713,extant,1
2714,modern,3
2715,quill,2
2716,silence,4
2717,impute,1
2718,impair,1
2719,84,1
2720,confine,1
2721,immured,1
2722,example,3
2723,equal,4
2724,lean,1
2725,penury,1
2726,small,3
2727,writes,3
2728,dignifies,1
2729,story,7
2730,counterpart,1
2731,admired,1
2732,blessings,2
2733,fond,5
2734,praises,5
2735,85,1
2736,comments,2
2737,richly,2
2738,compiled,1
2739,phrase,3
2740,muses,1
2741,filed,1
2742,unlettered,1
2743,clerk,1
2744,amen,4
2745,hymn,1
2746,able,6
2747,affords,2
2748,polished,1
2749,refined,1
2750,praised,3
2751,something,11
2752,hindmost,1
2753,86,1
2754,inhearse,1
2755,womb,2
2756,above,8
2757,pitch,1
2758,struck,2
2759,compeers,1
2760,giving,3
2761,astonished,1
2762,affable,1
2763,ghost,1
2764,gulls,1
2765,intelligence,4
2766,victors,1
2767,countenance,2
2768,enfeebled,1
2769,87,1
2770,farewell,22
2771,estimate,2
2772,releasing,1
2773,bonds,3
2774,determinate,1
2775,granting,1
2776,riches,2
2777,deserving,2
2778,patent,2
2779,swerving,1
2780,mistaking,1
2781,misprision,2
2782,dream,4
2783,waking,2
2784,88,1
2785,disposed,1
2786,weakness,2
2787,concealed,1
2788,attainted,1
2789,gainer,1
2790,bending,2
2791,injuries,2
2792,vantage,2
2793,89,1
2794,lameness,1
2795,halt,1
2796,desired,3
2797,strangle,1
2798,walks,2
2799,profane,1
2800,wronk,1
2801,vow,10
2802,90,1
2803,bent,4
2804,join,4
2805,scaped,1
2806,rearward,1
2807,conquered,1
2808,windy,1
2809,rainy,1
2810,linger,1
2811,purposed,1
2812,overthrow,1
2813,griefs,3
2814,onset,1
2815,strains,1
2816,compared,1
2817,91,1
2818,garments,4
2819,fangled,1
2820,hawks,2
2821,humour,2
2822,adjunct,2
2823,finds,5
2824,particulars,2
2825,prouder,1
2826,costs,1
2827,wretched,4
2828,wretchcd,1
2829,92,1
2830,term,1
2831,depends,3
2832,depend,1
2833,vex,4
2834,revolt,4
2835,93,1
2836,supposing,2
2837,deceived,3
2838,altered,2
2839,hatred,1
2840,moods,1
2841,frowns,1
2842,creation,3
2843,decree,1
2844,workings,1
2845,sweetness,2
2846,eve,1
2847,apple,1
2848,94,1
2849,hurt,5
2850,unmoved,1
2851,rightly,3
2852,inherit,3
2853,tibey,1
2854,owners,1
2855,stewards,1
2856,excellence,2
2857,outbraves,1
2858,dignity,2
2859,sourest,2
2860,lilies,1
2861,fester,1
2862,95,1
2863,fragrant,1
2864,spot,1
2865,budding,1
2866,enclose,1
2867,sport,7
2868,dispraise,1
2869,naming,2
2870,blesses,1
2871,mansion,2
2872,vices,1
2873,habitation,1
2874,chose,1
2875,privilege,3
2876,hardest,1
2877,96,1
2878,wantonness,1
2879,mak,2
2880,resort,1
2881,finger,7
2882,throned,2
2883,esteemed,3
2884,errors,4
2885,truths,3
2886,translated,1
2887,deemed,2
2888,lambs,1
2889,stern,2
2890,wolf,1
2891,betray,6
2892,lamb,1
2893,translate,1
2894,gazers,1
2895,97,1
2896,fleeting,2
2897,freezings,1
2898,felt,3
2899,december,1
2900,bareness,2
2901,everywhere,2
2902,teeming,1
2903,autumn,2
2904,big,2
2905,wanton,3
2906,burden,2
2907,widowed,1
2908,wombs,1
2909,abundant,1
2910,seemed,3
2911,orphans,1
2912,unfathered,2
2913,pleasures,1
2914,cheer,2
2915,dreading,1
2916,98,1
2917,pied,1
2918,dressed,1
2919,trim,1
2920,saturn,1
2921,laughed,1
2922,leaped,1
2923,lays,5
2924,different,1
2925,lap,2
2926,lily,2
2927,vermilion,1
2928,figures,1
2929,99,1
2930,forward,3
2931,smells,1
2932,purple,2
2933,soft,6
2934,dwells,1
2935,grossly,2
2936,dyed,2
2937,condemned,1
2938,marjoram,2
2939,hair,3
2940,fearfully,1
2941,blushing,2
2942,despair,5
2943,red,8
2944,annexed,1
2945,theft,2
2946,growth,3
2947,vengeful,1
2948,colour,10
2949,100,1
2950,fury,1
2951,darkening,1
2952,forgetful,1
2953,redeem,1
2954,ear,10
2955,esteem,4
2956,resty,1
2957,wrinkle,1
2958,graven,1
2959,satire,1
2960,spoils,1
2961,faster,2
2962,prevent,2
2963,101,1
2964,truant,1
2965,amends,1
2966,neglect,2
2967,dignified,2
2968,intermixed,1
2969,ages,1
2970,office,9
2971,102,1
2972,strengthened,1
2973,merchandized,1
2974,esteeming,1
2975,owner,2
2976,publish,2
2977,wont,1
2978,philomel,1
2979,front,3
2980,stops,1
2981,pipe,1
2982,riper,1
2983,mournful,1
2984,hush,6
2985,wild,3
2986,burthens,1
2987,bough,1
2988,103,1
2989,appears,2
2990,dulling,1
2991,sinful,5
2992,striving,1
2993,mar,1
2994,verses,1
2995,gifts,2
2996,104,1
2997,three,17
2998,winters,1
2999,forests,1
3000,summers,1
3001,springs,1
3002,turned,2
3003,process,3
3004,perfumes,2
3005,junes,1
3006,burned,1
3007,unbred,1
3008,105,1
3009,idolatry,1
3010,idol,1
3011,alike,5
3012,songs,2
3013,wondrous,4
3014,constancy,4
3015,expressing,1
3016,difference,4
3017,varying,2
3018,themes,1
3019,106,1
3020,wasted,1
3021,descriptions,1
3022,fairest,4
3023,wights,1
3024,beautiful,1
3025,ladies,2
3026,blazon,1
3027,lip,4
3028,prophecies,1
3029,prefiguring,1
3030,looked,2
3031,divining,1
3032,107,1
3033,prophetic,1
3034,dreaming,1
3035,forfeit,4
3036,eclipse,1
3037,endured,1
3038,augurs,1
3039,presage,1
3040,incertainties,1
3041,proclaims,1
3042,olives,1
3043,endless,2
3044,balmy,1
3045,subscribes,1
3046,insults,1
3047,speechless,1
3048,tribes,1
3049,tyrants,1
3050,crests,1
3051,tombs,1
3052,108,1
3053,figured,1
3054,register,1
3055,express,6
3056,boy,10
3057,prayers,8
3058,divine,3
3059,hallowed,1
3060,weighs,2
3061,necessary,1
3062,aye,1
3063,page,5
3064,bred,2
3065,109,1
3066,flame,4
3067,qualify,1
3068,easy,4
3069,depart,1
3070,ranged,1
3071,travels,1
3072,just,10
3073,exchanged,1
3074,reigned,1
3075,frailties,2
3076,besiege,2
3077,kinds,1
3078,preposterously,1
3079,stained,1
3080,universe,1
3081,110,1
3082,alas,4
3083,motley,1
3084,gored,1
3085,sold,2
3086,cheap,1
3087,offences,2
3088,affections,3
3089,askance,1
3090,blenches,1
3091,essays,1
3092,proved,3
3093,grind,1
3094,newer,2
3095,proof,3
3096,try,6
3097,older,1
3098,next,8
3099,111,1
3100,guilty,5
3101,goddess,6
3102,harmful,1
3103,provide,3
3104,breeds,3
3105,receives,3
3106,brand,5
3107,dyer,1
3108,pity,18
3109,renewed,1
3110,willing,1
3111,patient,5
3112,potions,2
3113,eisel,1
3114,bitter,5
3115,penance,1
3116,correction,1
3117,assure,4
3118,cure,11
3119,112,1
3120,impression,2
3121,scandal,1
3122,stamped,1
3123,strive,8
3124,steeled,1
3125,changes,1
3126,profound,1
3127,abysm,1
3128,throw,5
3129,voices,1
3130,adder,1
3131,critic,1
3132,flatterer,1
3133,stopped,1
3134,dispense,1
3135,113,1
3136,governs,1
3137,about,10
3138,function,1
3139,partly,1
3140,effectually,1
3141,delivers,3
3142,bird,1
3143,latch,1
3144,objects,2
3145,vision,1
3146,rud,1
3147,gentlest,1
3148,deformed,1
3149,creature,7
3150,dove,1
3151,shapes,1
3152,feature,1
3153,incapable,1
